"Year","Subyear","Area","Fleet","Length_category","N"
1987,3,7,5,75,68497
1988,3,7,5,75,24120
1989,3,7,5,75,68471
1990,3,7,5,75,40655
1991,3,7,5,75,42096
1992,3,7,5,75,84623
1993,3,7,5,75,74913
1994,3,7,5,75,90868
1995,3,7,5,75,48017
1996,3,7,5,75,91416
1997,3,7,5,75,50001
1998,3,7,5,75,23275
1999,3,7,5,75,54730
2000,3,7,5,75,29961
2001,3,7,5,75,31153
2002,3,7,5,75,52631
2003,3,7,5,75,29851
2004,3,7,5,75,3162
2005,3,7,5,75,8274
2006,3,7,5,75,3221
2007,3,7,5,75,353
1970,4,7,5,75,356
1975,4,7,5,75,14597
1976,4,7,5,75,12989
1977,4,7,5,75,35035
1978,4,7,5,75,11083
1979,4,7,5,75,66271
1980,4,7,5,75,1703
1981,4,7,5,75,19724
1982,4,7,5,75,42844
1983,4,7,5,75,6540
1984,4,7,5,75,7791
1985,4,7,5,75,15897
1986,4,7,5,75,3466
1987,4,7,5,75,396
1988,4,7,5,75,6260
1989,4,7,5,75,6725
1990,4,7,5,75,3991
1991,4,7,5,75,20627
1992,4,7,5,75,14784
1993,4,7,5,75,21390
1994,4,7,5,75,14570
1995,4,7,5,75,12844
1996,4,7,5,75,17332
1997,4,7,5,75,17455
1998,4,7,5,75,14123
1999,4,7,5,75,1623
2000,4,7,5,75,228
2001,4,7,5,75,2343
2002,4,7,5,75,12619
2003,4,7,5,75,152
2004,4,7,5,75,2281
2006,4,7,5,75,30
2007,4,7,5,75,3
1970,2,7,6,75,1069
1971,2,7,6,75,814
1972,2,7,6,75,223
1973,2,7,6,75,475
1974,2,7,6,75,579
1976,2,7,6,75,2469
1978,2,7,6,75,11331
1979,2,7,6,75,294
1980,2,7,6,75,6647
1981,2,7,6,75,11965
1982,2,7,6,75,4362
1983,2,7,6,75,186
1985,2,7,6,75,13893
1986,2,7,6,75,8207
1987,2,7,6,75,11618
1988,2,7,6,75,1373
1989,2,7,6,75,2579
1990,2,7,6,75,39221
1991,2,7,6,75,25670
1992,2,7,6,75,31487
1993,2,7,6,75,113432
1994,2,7,6,75,3690
1995,2,7,6,75,48571
1996,2,7,6,75,11149
1997,2,7,6,75,270
1998,2,7,6,75,25390
1999,2,7,6,75,3984
2000,2,7,6,75,10353
2001,2,7,6,75,5209
2002,2,7,6,75,5999
2003,2,7,6,75,2629
2004,2,7,6,75,6162
2005,2,7,6,75,4351
2006,2,7,6,75,10552
2007,2,7,6,75,378
2010,2,7,7,75,449
2011,2,7,7,75,2
2014,2,7,7,75,3
2015,2,7,7,75,5
2016,2,7,7,75,1
1955,3,5,8,75,12
2010,2,7,9,75,4
2011,2,7,9,75,41
2014,2,7,9,75,3424
2015,2,7,9,75,7900
2016,2,7,9,75,6514
2017,2,7,9,75,546
2016,3,7,9,75,384
2002,4,7,9,75,55
2004,4,7,9,75,738
1979,2,2,10,75,254
1981,2,2,10,75,288
1977,3,2,10,75,169
1978,3,2,10,75,202
1979,3,2,10,75,8
1981,3,2,10,75,8
1984,3,2,10,75,87
1956,2,4,12,75,0.9
1958,2,4,12,75,0.7
1992,2,4,12,75,1
2002,2,4,12,75,1
2005,2,4,12,75,2
2008,2,4,12,75,1
2010,2,4,12,75,1
2004,3,4,12,75,4
2002,4,4,12,75,2
2003,4,4,12,75,1
2005,4,4,12,75,1
2006,4,4,12,75,14
2013,2,4,13,75,1
2014,2,4,13,75,1
2016,2,4,13,75,2
2017,2,4,13,75,1
2008,3,2,14,75,2
2008,4,2,14,75,1
1981,3,3,14,75,12
1981,4,3,14,75,14
1996,1,2,15,75,7
1997,1,2,15,75,2
1998,1,2,15,75,14
1999,1,2,15,75,3
2008,1,2,15,75,10
2009,1,2,15,75,2
2010,1,2,15,75,2
2012,1,2,15,75,3
2013,1,2,15,75,2
1979,2,2,15,75,584
1982,2,2,15,75,131
1983,2,2,15,75,370
1984,2,2,15,75,900
1985,2,2,15,75,292
1986,2,2,15,75,235
1987,2,2,15,75,113
1988,2,2,15,75,57
1989,2,2,15,75,516
1990,2,2,15,75,84
1991,2,2,15,75,1
1992,2,2,15,75,25
1993,2,2,15,75,19
1994,2,2,15,75,6
1995,2,2,15,75,23
1996,2,2,15,75,102
1997,2,2,15,75,11
1998,2,2,15,75,47
1999,2,2,15,75,3
2000,2,2,15,75,2
2001,2,2,15,75,26
2002,2,2,15,75,195
2004,2,2,15,75,257
2005,2,2,15,75,27
2006,2,2,15,75,1
2007,2,2,15,75,1
2008,2,2,15,75,28
2009,2,2,15,75,14
2010,2,2,15,75,11
2011,2,2,15,75,19
2012,2,2,15,75,7
2013,2,2,15,75,2
2014,2,2,15,75,23
2015,2,2,15,75,15
2016,2,2,15,75,3
2017,2,2,15,75,30
1979,3,2,15,75,564
1982,3,2,15,75,229
1983,3,2,15,75,137
1984,3,2,15,75,325
1985,3,2,15,75,67
1986,3,2,15,75,70
1987,3,2,15,75,34
1988,3,2,15,75,69
1989,3,2,15,75,37
1990,3,2,15,75,18
1991,3,2,15,75,138
1992,3,2,15,75,81
1993,3,2,15,75,42
1994,3,2,15,75,45
1995,3,2,15,75,22
1996,3,2,15,75,161
1997,3,2,15,75,399
1998,3,2,15,75,107
1999,3,2,15,75,42
2001,3,2,15,75,290
2002,3,2,15,75,390
2004,3,2,15,75,535
2005,3,2,15,75,122
2006,3,2,15,75,18
2007,3,2,15,75,10
2008,3,2,15,75,64
2009,3,2,15,75,38
2010,3,2,15,75,37
2011,3,2,15,75,8
2012,3,2,15,75,8
2013,3,2,15,75,9
2014,3,2,15,75,23
2015,3,2,15,75,8
2016,3,2,15,75,7
2017,3,2,15,75,17
1984,4,2,15,75,6
1989,4,2,15,75,3
1991,4,2,15,75,2
1994,4,2,15,75,1
1999,4,2,15,75,7
2004,4,2,15,75,3
2005,4,2,15,75,2
2006,4,2,15,75,1
2007,4,2,15,75,2
2008,4,2,15,75,4
2009,4,2,15,75,4
2010,4,2,15,75,2
2011,4,2,15,75,1
2012,4,2,15,75,2
2013,4,2,15,75,1
2015,4,2,15,75,2
2017,4,2,15,75,3
1995,2,2,17,75,2
1955,3,2,17,75,81.3
1956,3,2,17,75,12.1
1958,3,2,17,75,6.2
1959,3,2,17,75,2.2
1960,3,2,17,75,371.5
1961,3,2,17,75,77480.5
1995,3,2,17,75,4
2001,1,4,17,75,45
2002,1,4,17,75,180
2005,1,4,17,75,195
2006,1,4,17,75,958
2007,1,4,17,75,80
2008,1,4,17,75,16
2010,1,4,17,75,38
2011,1,4,17,75,183
2015,1,4,17,75,12
2016,1,4,17,75,27
2017,1,4,17,75,7
1981,2,4,17,75,12
1982,2,4,17,75,64
1985,2,4,17,75,10
1996,2,4,17,75,38
1998,2,4,17,75,10
2001,2,4,17,75,10
2002,2,4,17,75,5
2006,2,4,17,75,23
2007,2,4,17,75,62
2015,2,4,17,75,1
2016,2,4,17,75,4
1980,3,4,17,75,24
1986,3,4,17,75,8
1998,3,4,17,75,110
1999,3,4,17,75,5
2000,3,4,17,75,97
2002,3,4,17,75,2110
2004,3,4,17,75,2
2007,3,4,17,75,12
2009,3,4,17,75,508
2010,3,4,17,75,1
2011,3,4,17,75,1
1977,4,4,17,75,29
1980,4,4,17,75,3
1993,4,4,17,75,2835
1994,4,4,17,75,6744
1996,4,4,17,75,365
1997,4,4,17,75,1885
1998,4,4,17,75,880
1999,4,4,17,75,30
2000,4,4,17,75,1581
2001,4,4,17,75,360
2002,4,4,17,75,2610
2006,4,4,17,75,92
2008,4,4,17,75,1
2009,4,4,17,75,1470
2010,4,4,17,75,205
2011,4,4,17,75,117
2014,4,4,17,75,34
2015,4,4,17,75,3
2017,4,4,17,75,1
1991,4,5,17,75,3524
1991,2,6,17,75,20
1996,2,6,17,75,55
1998,2,6,17,75,20
1999,2,6,17,75,10
2000,2,6,17,75,20
2002,2,6,17,75,15
2005,2,6,17,75,9
2006,2,6,17,75,128
2007,2,6,17,75,3
2008,2,6,17,75,3
2009,2,6,17,75,18
1978,3,6,17,75,41
1982,3,6,17,75,1040
1983,3,6,17,75,140
1984,3,6,17,75,225
1985,3,6,17,75,100
1986,3,6,17,75,235
1987,3,6,17,75,120
1988,3,6,17,75,5
1989,3,6,17,75,210
1990,3,6,17,75,45
1991,3,6,17,75,45
1992,3,6,17,75,195
1993,3,6,17,75,200
1994,3,6,17,75,180
1995,3,6,17,75,145
1996,3,6,17,75,160
1997,3,6,17,75,75
1998,3,6,17,75,100
1999,3,6,17,75,30
2000,3,6,17,75,150
2001,3,6,17,75,310
2002,3,6,17,75,215
2005,3,6,17,75,50
2006,3,6,17,75,20
2007,3,6,17,75,23
2008,3,6,17,75,25
2009,3,6,17,75,185
2010,3,6,17,75,16
2011,3,6,17,75,1
2012,3,6,17,75,2
1982,4,6,17,75,15
1984,4,6,17,75,280
1985,4,6,17,75,80
1986,4,6,17,75,45
1987,4,6,17,75,10
1988,4,6,17,75,5
1989,4,6,17,75,15
1991,4,6,17,75,5
1994,4,6,17,75,20
1996,4,6,17,75,25
1997,4,6,17,75,70
2000,4,6,17,75,35
2002,4,6,17,75,5
2006,4,6,17,75,15
2007,4,6,17,75,1
2009,4,6,17,75,12
2016,4,6,17,75,6
2017,4,6,17,75,24
1989,1,7,17,75,2
1993,1,7,17,75,14
1994,1,7,17,75,8
1995,1,7,17,75,83
1996,1,7,17,75,8
2000,1,7,17,75,30
2001,1,7,17,75,3
2004,1,7,17,75,199
2006,1,7,17,75,7
2007,1,7,17,75,3
1977,2,7,17,75,2
1982,2,7,17,75,4
1984,2,7,17,75,9
1985,2,7,17,75,35
1988,2,7,17,75,71
1992,2,7,17,75,11
1993,2,7,17,75,51
1994,2,7,17,75,26
1995,2,7,17,75,95
1996,2,7,17,75,829
1997,2,7,17,75,158
1998,2,7,17,75,63
1999,2,7,17,75,35
2000,2,7,17,75,2
2001,2,7,17,75,1
2003,2,7,17,75,150
2004,2,7,17,75,91
2005,2,7,17,75,427
2006,2,7,17,75,4
2008,2,7,17,75,281
2009,2,7,17,75,48
2010,2,7,17,75,10
2011,2,7,17,75,1
2012,2,7,17,75,1
2014,2,7,17,75,2
2015,2,7,17,75,3
2016,2,7,17,75,5
2017,2,7,17,75,17
1982,3,7,17,75,134
1984,3,7,17,75,5
1985,3,7,17,75,19
1988,3,7,17,75,7
1992,3,7,17,75,24
1993,3,7,17,75,14
1995,3,7,17,75,14
1996,3,7,17,75,68
1997,3,7,17,75,1
2000,3,7,17,75,20
2003,3,7,17,75,182
2004,3,7,17,75,118
2005,3,7,17,75,190
2006,3,7,17,75,3
2008,3,7,17,75,2934
2009,3,7,17,75,4
2014,3,7,17,75,13
2015,3,7,17,75,21
2016,3,7,17,75,60
2017,3,7,17,75,37
1984,4,7,17,75,318
1994,4,7,17,75,6
1995,4,7,17,75,57
1996,4,7,17,75,6
1999,4,7,17,75,3
2000,4,7,17,75,234
2001,4,7,17,75,153
2003,4,7,17,75,31
2004,4,7,17,75,340
2005,4,7,17,75,52
2006,4,7,17,75,4
2008,4,7,17,75,20
2009,4,7,17,75,11
2010,4,7,17,75,1
2015,1,1,1,100,2
2000,2,1,1,100,1
2003,2,1,1,100,1
2016,2,1,1,100,1
2000,3,1,1,100,1
1985,1,2,1,100,2
1986,1,2,1,100,3
1988,1,2,1,100,174
1989,1,2,1,100,212
1994,1,2,1,100,149
2014,1,2,1,100,3
2016,1,2,1,100,1
1985,2,2,1,100,45
1995,2,2,1,100,1
2000,2,2,1,100,1
2001,2,2,1,100,1
2008,2,2,1,100,60
1985,3,2,1,100,5
1997,3,2,1,100,2
2002,3,2,1,100,1
2008,3,2,1,100,32
2015,3,2,1,100,4
2016,3,2,1,100,2
1984,4,2,1,100,3
1986,4,2,1,100,1
1987,4,2,1,100,15
1988,4,2,1,100,53
1990,4,2,1,100,4
2005,4,2,1,100,3
2007,4,2,1,100,1
2008,4,2,1,100,6
2015,4,2,1,100,9
1983,1,4,1,100,2
1998,1,4,1,100,9
2005,1,4,1,100,4
2015,1,4,1,100,1
1996,2,4,1,100,10
1997,2,4,1,100,2
1998,2,4,1,100,27
2005,2,4,1,100,1
2006,2,4,1,100,1
2015,2,4,1,100,1
1995,3,4,1,100,2
1997,3,4,1,100,2
1998,4,4,1,100,9
2000,2,5,1,100,3
2007,4,5,1,100,1
2005,1,6,1,100,1
2015,1,6,1,100,1
2014,3,6,1,100,67
1987,1,7,1,100,1
1990,1,7,1,100,4
1993,1,7,1,100,2
1994,1,7,1,100,1
2000,1,7,1,100,56
2003,1,7,1,100,1
2005,1,7,1,100,8
2006,1,7,1,100,3
2007,1,7,1,100,101
2008,1,7,1,100,120
2009,1,7,1,100,88
2010,1,7,1,100,125
2011,1,7,1,100,161
2012,1,7,1,100,50
2013,1,7,1,100,34
2014,1,7,1,100,13
2015,1,7,1,100,101
2016,1,7,1,100,64
2017,1,7,1,100,71
1984,2,7,1,100,13
1987,2,7,1,100,8
1988,2,7,1,100,16
1990,2,7,1,100,2
1991,2,7,1,100,2
1992,2,7,1,100,4
1993,2,7,1,100,20
1994,2,7,1,100,4
1995,2,7,1,100,154
1996,2,7,1,100,163
1997,2,7,1,100,63
1998,2,7,1,100,1130
2000,2,7,1,100,177
2001,2,7,1,100,61
2002,2,7,1,100,37
2003,2,7,1,100,101
2004,2,7,1,100,166
2005,2,7,1,100,112
2006,2,7,1,100,234
2007,2,7,1,100,782
2008,2,7,1,100,455
2009,2,7,1,100,546
2010,2,7,1,100,809
2011,2,7,1,100,729
2012,2,7,1,100,278
2013,2,7,1,100,436
2014,2,7,1,100,229
2015,2,7,1,100,206
2016,2,7,1,100,379
2017,2,7,1,100,276
1984,3,7,1,100,50
1987,3,7,1,100,39
1988,3,7,1,100,131
1990,3,7,1,100,1
1991,3,7,1,100,81
1992,3,7,1,100,150
1993,3,7,1,100,150
1994,3,7,1,100,31
1996,3,7,1,100,2
2000,3,7,1,100,114
2003,3,7,1,100,16
2004,3,7,1,100,34
2005,3,7,1,100,29
2006,3,7,1,100,366
2007,3,7,1,100,162
2008,3,7,1,100,325
2009,3,7,1,100,379
2010,3,7,1,100,1137
2011,3,7,1,100,359
2012,3,7,1,100,244
2013,3,7,1,100,236
2014,3,7,1,100,152
2015,3,7,1,100,137
2016,3,7,1,100,237
2017,3,7,1,100,166
1988,4,7,1,100,9
1991,4,7,1,100,1
1993,4,7,1,100,1
1994,4,7,1,100,17
2000,4,7,1,100,170
2003,4,7,1,100,2
2004,4,7,1,100,91
2005,4,7,1,100,83
2006,4,7,1,100,274
2007,4,7,1,100,23
2008,4,7,1,100,119
2009,4,7,1,100,149
2010,4,7,1,100,259
2011,4,7,1,100,1
2012,4,7,1,100,19
2013,4,7,1,100,58
2014,4,7,1,100,160
2015,4,7,1,100,81
2016,4,7,1,100,348
2017,4,7,1,100,163
1979,1,1,2,100,1
1975,2,1,2,100,3
1976,1,2,2,100,321
1977,1,2,2,100,2282
1978,1,2,2,100,418
1979,1,2,2,100,131
1980,1,2,2,100,172
1981,1,2,2,100,380
1982,1,2,2,100,24
1983,1,2,2,100,235
1984,1,2,2,100,645
1985,1,2,2,100,3214
1986,1,2,2,100,455
1987,1,2,2,100,1325
1988,1,2,2,100,1600
1989,1,2,2,100,69
1990,1,2,2,100,82
1991,1,2,2,100,28
1992,1,2,2,100,127
1993,1,2,2,100,117
1994,1,2,2,100,384
1996,1,2,2,100,26
1997,1,2,2,100,5
1998,1,2,2,100,106
1999,1,2,2,100,16
2000,1,2,2,100,18
2004,1,2,2,100,18
2005,1,2,2,100,99
2006,1,2,2,100,29
1979,2,2,2,100,33
1980,2,2,2,100,25
1981,2,2,2,100,3
1985,2,2,2,100,1
1997,2,2,2,100,3
1998,2,2,2,100,4
1971,3,2,2,100,1
1980,3,2,2,100,2
1981,3,2,2,100,2
1986,3,2,2,100,1
1973,4,2,2,100,76
1975,4,2,2,100,1
1976,4,2,2,100,1174
1977,4,2,2,100,51
1978,4,2,2,100,29
1979,4,2,2,100,138
1980,4,2,2,100,49
1981,4,2,2,100,49
1982,4,2,2,100,28
1983,4,2,2,100,168
1984,4,2,2,100,1037
1986,4,2,2,100,2020
1987,4,2,2,100,1567
1988,4,2,2,100,2940
1989,4,2,2,100,64
1990,4,2,2,100,15
1991,4,2,2,100,50
1992,4,2,2,100,58
1993,4,2,2,100,76
1994,4,2,2,100,3
1995,4,2,2,100,4
1996,4,2,2,100,125
1997,4,2,2,100,10
1998,4,2,2,100,37
1999,4,2,2,100,11
2000,4,2,2,100,2
2001,4,2,2,100,1
2002,4,2,2,100,3
2003,4,2,2,100,7
2004,4,2,2,100,4
2007,4,2,2,100,86
1981,1,4,2,100,8
1986,1,4,2,100,9
1987,1,4,2,100,3
1989,1,4,2,100,10
1990,1,4,2,100,6
1992,1,4,2,100,27
2002,1,4,2,100,1
2003,1,4,2,100,17
2007,1,4,2,100,1
1975,2,4,2,100,14
1977,2,4,2,100,7
1979,2,4,2,100,2
1980,2,4,2,100,14
1981,2,4,2,100,1
1983,2,4,2,100,34
1984,2,4,2,100,5
1985,2,4,2,100,3
1986,2,4,2,100,6
1987,2,4,2,100,2
1988,2,4,2,100,10
1989,2,4,2,100,4
1990,2,4,2,100,3
1991,2,4,2,100,1
1992,2,4,2,100,9
1994,2,4,2,100,1
1995,2,4,2,100,10
1997,2,4,2,100,1
1998,2,4,2,100,1
2001,2,4,2,100,1
2009,2,4,2,100,0.3
1983,3,4,2,100,1
2007,4,4,2,100,32
1992,1,5,2,100,39
1993,1,5,2,100,37
1994,1,5,2,100,1
2002,1,5,2,100,5
2005,1,5,2,100,3
2006,1,5,2,100,15
1976,2,5,2,100,14
1998,3,5,2,100,3
1999,3,5,2,100,2
2002,3,5,2,100,1
2003,3,5,2,100,1
2008,3,5,2,100,0.9
1989,4,5,2,100,1
1990,4,5,2,100,1
1991,4,5,2,100,17
1992,4,5,2,100,26
1993,4,5,2,100,21
1994,4,5,2,100,1
1995,4,5,2,100,39
1996,4,5,2,100,14
1997,4,5,2,100,1
1998,4,5,2,100,10
1999,4,5,2,100,14
2000,4,5,2,100,1
2002,4,5,2,100,2
2003,4,5,2,100,43
2004,4,5,2,100,24
2005,4,5,2,100,11
2006,4,5,2,100,1
2007,4,5,2,100,5
2008,4,5,2,100,15.5
2009,4,5,2,100,19
1989,1,6,2,100,10
1990,1,6,2,100,1
1975,2,6,2,100,23
1976,2,6,2,100,22
1978,2,6,2,100,5
1983,2,6,2,100,1
1989,2,6,2,100,4
1992,2,6,2,100,1
1972,3,6,2,100,1
1974,3,6,2,100,9
1975,3,6,2,100,244
1983,3,6,2,100,1
2007,3,6,2,100,7
2003,4,6,2,100,26
2004,4,6,2,100,5
2005,4,6,2,100,28
2006,4,6,2,100,32
2007,4,6,2,100,18
1975,2,7,2,100,1
1976,2,7,2,100,2
1979,2,7,2,100,1
1980,2,7,2,100,2
1983,2,7,2,100,1
1984,2,7,2,100,8
1985,2,7,2,100,51
1986,2,7,2,100,17
1987,2,7,2,100,4
1988,2,7,2,100,9
1989,2,7,2,100,25
1990,2,7,2,100,2
1992,2,7,2,100,1
1993,2,7,2,100,1
1994,2,7,2,100,9
1996,2,7,2,100,7
1998,2,7,2,100,3
2007,2,7,2,100,8
2009,2,7,2,100,2
1975,3,7,2,100,2
1976,3,7,2,100,1
1982,3,7,2,100,6
1983,3,7,2,100,16
1984,3,7,2,100,4
1985,3,7,2,100,25
1989,3,7,2,100,5
1993,3,7,2,100,5
1953,2,6,3,100,6
1956,2,6,3,100,14.78
1966,2,6,3,100,288
1967,2,6,3,100,174
1969,2,6,3,100,6
1970,2,6,3,100,1
1972,2,6,3,100,105
1973,2,6,3,100,59
1976,2,6,3,100,15
1977,2,6,3,100,50
1978,2,6,3,100,5
1979,2,6,3,100,5
1981,2,6,3,100,10
1985,2,6,3,100,5
1987,2,6,3,100,15
1989,2,6,3,100,15
1990,2,6,3,100,30
1991,2,6,3,100,10
1993,2,6,3,100,60
1995,2,6,3,100,25
1996,2,6,3,100,110
1997,2,6,3,100,30
1998,2,6,3,100,120
1999,2,6,3,100,35
2000,2,6,3,100,85
2005,2,6,3,100,189
2006,2,6,3,100,127
1953,3,6,3,100,995
1956,3,6,3,100,69.68
1966,3,6,3,100,1864
1967,3,6,3,100,1995
1968,3,6,3,100,2309
1969,3,6,3,100,48
1970,3,6,3,100,27
1971,3,6,3,100,71
1972,3,6,3,100,67
1973,3,6,3,100,145
1974,3,6,3,100,78
1975,3,6,3,100,42
1976,3,6,3,100,290
1977,3,6,3,100,645
1978,3,6,3,100,585
1979,3,6,3,100,25
1980,3,6,3,100,230
1981,3,6,3,100,120
1982,3,6,3,100,345
1983,3,6,3,100,60
1984,3,6,3,100,370
1985,3,6,3,100,590
1986,3,6,3,100,280
1987,3,6,3,100,45
1988,3,6,3,100,65
1989,3,6,3,100,20
1990,3,6,3,100,550
1991,3,6,3,100,155
1992,3,6,3,100,60
1993,3,6,3,100,465
1994,3,6,3,100,265
1995,3,6,3,100,160
1996,3,6,3,100,270
1997,3,6,3,100,205
1998,3,6,3,100,640
1999,3,6,3,100,210
2000,3,6,3,100,105
2001,3,6,3,100,200
2002,3,6,3,100,515
2005,3,6,3,100,303
2006,3,6,3,100,18
1966,4,6,3,100,4
1967,4,6,3,100,4
1968,4,6,3,100,10
1971,4,6,3,100,5
1972,4,6,3,100,4
1976,4,6,3,100,5
1985,4,6,3,100,70
1986,4,6,3,100,10
1988,4,6,3,100,40
1989,4,6,3,100,55
1990,4,6,3,100,115
1991,4,6,3,100,20
1992,4,6,3,100,15
1994,4,6,3,100,455
1995,4,6,3,100,90
1996,4,6,3,100,5
1997,4,6,3,100,245
1998,4,6,3,100,30
2005,4,6,3,100,155
2006,4,6,3,100,136
2007,2,6,4,100,387
2008,2,6,4,100,231
2009,2,6,4,100,86
2010,2,6,4,100,63
2011,2,6,4,100,83
2013,2,6,4,100,1
2015,2,6,4,100,6
2007,3,6,4,100,715
2008,3,6,4,100,258
2009,3,6,4,100,1018
2010,3,6,4,100,587
2011,3,6,4,100,215
2012,3,6,4,100,277
2013,3,6,4,100,18
2014,3,6,4,100,98
2016,3,6,4,100,523
2017,3,6,4,100,1065
2008,4,6,4,100,75
2009,4,6,4,100,261
2010,4,6,4,100,7
2011,4,6,4,100,6
2012,4,6,4,100,214
2016,4,6,4,100,32
2017,4,6,4,100,381
1972,1,7,5,100,448
1975,1,7,5,100,251
1976,1,7,5,100,252
1977,1,7,5,100,136
1980,1,7,5,100,7339
1982,1,7,5,100,675
1983,1,7,5,100,705
1984,1,7,5,100,354
1990,1,7,5,100,8317
1992,1,7,5,100,777
1993,1,7,5,100,1006
1994,1,7,5,100,7153
1995,1,7,5,100,3117
1996,1,7,5,100,2422
1997,1,7,5,100,2258
1998,1,7,5,100,4512
1999,1,7,5,100,6851
2000,1,7,5,100,326
2001,1,7,5,100,16710
2002,1,7,5,100,6763
2003,1,7,5,100,160
2005,1,7,5,100,1166
2006,1,7,5,100,3831
2007,1,7,5,100,7593
2008,1,7,5,100,86
1970,3,7,5,100,578
1971,3,7,5,100,1879
1972,3,7,5,100,816
1973,3,7,5,100,1683
1974,3,7,5,100,2285
1975,3,7,5,100,3910
1976,3,7,5,100,10245
1977,3,7,5,100,3674
1979,3,7,5,100,1279
1980,3,7,5,100,1780
1981,3,7,5,100,5868
1982,3,7,5,100,10035
1983,3,7,5,100,472
1984,3,7,5,100,2636
1985,3,7,5,100,42793
1986,3,7,5,100,26813
1987,3,7,5,100,23119
1988,3,7,5,100,35011
1989,3,7,5,100,23767
1990,3,7,5,100,13259
1991,3,7,5,100,13202
1992,3,7,5,100,26601
1993,3,7,5,100,6537
1994,3,7,5,100,30252
1995,3,7,5,100,25453
1996,3,7,5,100,39182
1997,3,7,5,100,8571
1998,3,7,5,100,4560
1999,3,7,5,100,5898
2000,3,7,5,100,18056
2001,3,7,5,100,11874
2002,3,7,5,100,13434
2003,3,7,5,100,4470
2004,3,7,5,100,2146
2005,3,7,5,100,4142
2006,3,7,5,100,3902
2007,3,7,5,100,1274
2008,3,7,5,100,144
1973,4,7,5,100,1277
1975,4,7,5,100,1348
1976,4,7,5,100,7432
1977,4,7,5,100,20700
1978,4,7,5,100,5240
1979,4,7,5,100,28326
1980,4,7,5,100,992
1981,4,7,5,100,165
1982,4,7,5,100,21963
1983,4,7,5,100,2784
1984,4,7,5,100,1268
1985,4,7,5,100,14136
1986,4,7,5,100,2496
1987,4,7,5,100,106
1988,4,7,5,100,8179
1989,4,7,5,100,780
1990,4,7,5,100,813
1991,4,7,5,100,17655
1992,4,7,5,100,9443
1993,4,7,5,100,7442
1994,4,7,5,100,40245
1995,4,7,5,100,11241
1996,4,7,5,100,11082
1997,4,7,5,100,1378
1998,4,7,5,100,7706
1999,4,7,5,100,2957
2000,4,7,5,100,713
2001,4,7,5,100,3972
2002,4,7,5,100,2873
2004,4,7,5,100,3130
2005,4,7,5,100,10
2006,4,7,5,100,1248
2007,4,7,5,100,1017
2008,4,7,5,100,43
1970,2,7,6,100,99
1971,2,7,6,100,238
1972,2,7,6,100,339
1973,2,7,6,100,339
1974,2,7,6,100,1982
1975,2,7,6,100,187
1976,2,7,6,100,2820
1977,2,7,6,100,333
1978,2,7,6,100,108
1979,2,7,6,100,2111
1980,2,7,6,100,39854
1981,2,7,6,100,664
1982,2,7,6,100,6031
1983,2,7,6,100,1102
1984,2,7,6,100,2428
1985,2,7,6,100,13142
1986,2,7,6,100,8833
1987,2,7,6,100,5448
1988,2,7,6,100,3453
1989,2,7,6,100,4530
1990,2,7,6,100,17406
1991,2,7,6,100,9410
1992,2,7,6,100,17431
1993,2,7,6,100,41890
1994,2,7,6,100,12572
1995,2,7,6,100,52509
1996,2,7,6,100,47212
1997,2,7,6,100,14264
1998,2,7,6,100,28031
1999,2,7,6,100,27424
2000,2,7,6,100,19990
2001,2,7,6,100,20814
2002,2,7,6,100,11910
2003,2,7,6,100,6835
2004,2,7,6,100,4856
2005,2,7,6,100,4599
2006,2,7,6,100,9793
2007,2,7,6,100,10740
2008,2,7,6,100,4225
2009,1,7,7,100,32
2011,1,7,7,100,6
2013,1,7,7,100,1
2009,2,7,7,100,3815
2010,2,7,7,100,2917
2011,2,7,7,100,2105
2014,2,7,7,100,140
2015,2,7,7,100,285
2016,2,7,7,100,72
2009,3,7,7,100,320
2010,3,7,7,100,4
2012,3,7,7,100,15
2016,3,7,7,100,72
2009,4,7,7,100,8
2010,4,7,7,100,4
2012,4,7,7,100,13
1951,3,5,8,100,2
1953,3,5,8,100,4
1955,3,5,8,100,17
1957,4,5,8,100,1
1954,3,6,8,100,1
2008,1,7,9,100,219
2009,1,7,9,100,110
2010,1,7,9,100,1355
2007,2,7,9,100,167
2008,2,7,9,100,207
2010,2,7,9,100,370
2011,2,7,9,100,700
2014,2,7,9,100,381
2015,2,7,9,100,215
2016,2,7,9,100,429
2017,2,7,9,100,10
2006,3,7,9,100,243
2007,3,7,9,100,47
2008,3,7,9,100,24
2002,4,7,9,100,34
2004,4,7,9,100,1698
2005,4,7,9,100,716
2006,4,7,9,100,115
2007,4,7,9,100,118
2008,4,7,9,100,14
1979,2,2,10,100,327
1981,2,2,10,100,178
1977,3,2,10,100,191
1978,3,2,10,100,710
1979,3,2,10,100,34
1983,3,2,10,100,12
1985,3,2,11,100,1
1956,2,4,12,100,2.2
1957,2,4,12,100,3.4
1958,2,4,12,100,2.1
1959,2,4,12,100,5
1963,2,4,12,100,0.4
1964,2,4,12,100,0.3
1992,2,4,12,100,6
1995,2,4,12,100,3
1996,2,4,12,100,22
1997,2,4,12,100,51
2000,2,4,12,100,3
2001,2,4,12,100,2
2002,2,4,12,100,18
2006,2,4,12,100,4
2008,2,4,12,100,1
2009,2,4,12,100,12
